case_id,food
95,lettuce-based salads unspecified
96,pork
96,bbq
96,beans
96,baked
97,hot dog
97,unspecified
98,beef
98,other
99,chicken
99,buffalo wings
100,chicken
100,other
101,oil
101,unspecified
102,stir-fry
102,unspecified
102,caesar salad
103,burrito
103,unspecified
104,hot dog
104,unspecified
105,unknown
106,unknown
107,salmon
107,unspecified
108,ethnic style
108,unspecified
109,ethnic style
109,unspecified
110,rice
110,unspecified
111,tuna dishes
111,unspecified
112,rice
112,unspecified
113,cream sauce
113,unspecified
114,ground beef
114,hamburger
115,wine
116,ground beef
116,hamburger
117,unknown
118,macaroni salad
119,crepe
119,unspecified
120,unknown
121,unknown
122,sandwich
122,chicken
123,eggs
123,unspecified
123,biscuits and gravy
124,unknown
125,unknown
126,sandwich
126,reuben
126,ground beef
126,hamburger
127,chicken
127,unspecified
127,coleslaw
128,taco
128,unspecified
129,ice
130,pita
131,chicken
131,unspecified
132,pizza
132,unspecified
133,unspecified fish
133,french fries
134,unknown
135,steak
135,prime rib
135,potato
135,baked
136,unknown
137,unknown
138,unknown
139,egg salad/egg salad sandwich
139,fish
139,white
140,unknown
141,unknown
142,unknown
143,deli meat
143,multiple
144,unknown
145,roast beef
145,unspecified
146,taco
146,beef
147,unknown
148,unknown
149,nuts
149,unspecified
150,shrimp
150,unspecified
151,unknown
152,unknown
153,unknown
154,unknown
155,chicken
155,nuggets/fingers
156,unknown
157,oysters
157,fried
158,unknown
159,caesar salad
160,pasta-based salads unspecified
161,seafood soup/stew
161,unspecified
161,butter
161,soda
161,unspecified
162,soda
162,unspecified
162,butter
162,seafood
162,unspecified
163,soup
163,other seafood chowder
163,butter
163,soda
163,other
164,unknown
165,unknown
166,unknown
167,soup
167,chicken
168,unknown
169,unknown
170,unknown
171,unknown
172,unknown
173,unknown
174,chicken
174,smoked
175,unknown
176,sausage
176,unspecified
177,chile relleno
177,unspecified
177,rice
177,unspecified
177,beans
177,unspecified
178,unknown
179,ice cream
179,unspecified
179,eggs
179,other
180,chicken
180,unspecified
180,rice
180,unspecified
180,beans
180,unspecified
181,fish
181,ahi
182,unknown
183,leaf lettuce
183,unspecified
184,salami
184,unspecified
185,taco
185,beef
186,nachos
186,unspecified
187,pasta
187,unspecified
187,chicken
187,unspecified
188,multiple foods
189,pizza
189,meat
190,chicken
190,bbq
191,beans
191,baked
192,rice
192,unspecified
192,beans
192,unspecified
193,steak
193,other
194,sandwich
194,unspecified
194,salad
194,unspecified
195,ground beef
195,cheeseburger
196,pasta
196,unspecified
196,chicken
196,unspecified
197,pork
197,bbq
198,fish
198,sole
199,pork
199,bbq
200,unknown
201,oysters
201,raw
202,sauces
202,unspecified
203,unknown
204,chicken
204,unspecified
205,ice
206,cream
206,unspecified
207,enchilada
207,chicken
208,ice
209,hot dog
209,unspecified
210,sandwich
210,chicken
211,unknown
212,coleslaw
213,steak
213,other
214,rice
214,unspecified
214,chicken
214,unspecified
214,beans
214,unspecified
215,cake
215,chocolate
216,bread
216,cornbread
216,chicken
216,unspecified
216,ham
216,unspecified
217,unknown
218,unknown
219,cake
219,unspecified
219,water
219,potato
219,unspecified
220,unspecified fish
221,tart
221,fruit
222,fish
222,swordfish
223,unknown
224,hollandaise sauce
225,mixed fruit
225,roast beef
225,unspecified
226,unknown
227,unknown
228,shrimp salad
229,unknown
230,unknown
231,other cheese
231,unspecified
231,french fries
232,unknown
233,unknown
234,chicken
234,unspecified
235,unknown
236,chili sauce
236,unspecified
236,hot dog
236,unspecified
237,french toast
237,unspecified
237,beef
237,jerky
238,pizza
238,unspecified
239,sushi
239,unspecified
240,rice
240,unspecified
240,chicken
240,unspecified
240,salad
240,unspecified
241,shrimp
241,unspecified
241,caesar salad
242,sandwich
242,submarine
243,pasta salad
244,potato salad
244,vegetable dip
244,unspecified
245,unknown
246,unknown
247,milk
247,1% milk unpasteurized
247,sauces
247,unspecified
248,multiple foods
249,chicken
249,unspecified
250,multiple foods
251,salad
251,unspecified
252,unknown
253,unknown
254,sandwich
254,submarine
255,chicken
255,fried
256,unknown
257,unknown
258,unknown
259,unknown
260,unknown
261,unknown
262,unknown
263,unknown
264,onion dip
265,hollandaise sauce
266,unknown
267,chicken
267,fried
268,unknown
269,unknown
270,lettuce
270,unspecified
271,turkey and stuffing
272,unknown
273,unknown
274,sandwich
274,unspecified
275,unknown
276,pie
276,unspecified
276,eggs
276,other
277,unknown
278,rice
278,unspecified
278,chicken
278,unspecified
279,unknown
280,tuna
280,unspecified
281,unknown
282,unknown
283,unknown
284,unknown
285,unknown
286,unknown
287,unknown
288,unknown
289,unknown
290,unknown
291,unknown
292,cake
292,cheese
292,pasta
292,unspecified
293,unknown
294,pizza
294,meat
295,pate
295,unspecified
296,rice
296,unspecified
296,beans
296,unspecified
297,salad
297,unspecified
298,unknown
299,hot dog
299,unspecified
300,chicken
300,bbq
301,rice
301,spanish
302,multiple foods
303,green salad
304,chicken
304,buffalo wings
305,chicken
305,nuggets/fingers
306,chicken
306,buffalo wings
307,sausage
307,unspecified
308,beef
308,unspecified
308,potato
308,unspecified
309,pita
309,chicken salad
310,other cheese
310,unspecified
310,ground beef
310,unspecified
311,chicken
311,other
312,rice
312,unspecified
312,chicken
312,fried
312,beans
312,unspecified
313,sandwich
313,gyro
314,crab
314,unspecified
314,shrimp
314,unspecified
315,deviled eggs
315,salad
315,unspecified
316,rice
316,yellow
317,ground beef
317,cheeseburger
318,fish
318,grouper
318,unspecified
318,salmon
318,unspecified
319,multiple foods
320,onion
320,unspecified
321,chicken
321,fried
322,beef
322,stroganoff
323,chicken
323,fried
324,salad
324,unspecified
325,unknown
326,fish
326,papio
327,unknown
328,pork
328,unspecified
329,taco
329,unspecified
330,unknown
331,beets
331,unspecified
331,pudding
331,bread
332,unspecified fish
333,ham
333,unspecified
334,unknown
335,cinnamon roll
336,pizza
336,cheese
337,unknown
338,pizza
338,unspecified
339,unknown
340,macaroni and cheese
341,turkey
341,unspecified
341,ham
341,unspecified
342,unknown
343,unknown
344,chicken
344,unspecified
344,cake
344,unspecified
345,unknown
346,sandwich
346,chicken
347,beef
347,unspecified
347,chicken
347,unspecified
348,eggs
348,unspecified
349,pizza
349,unspecified
350,steak
350,unspecified
350,shrimp
350,unspecified
350,potato
350,unspecified
351,sandwich
351,submarine
352,salad bar
353,chicken
353,unspecified
354,nachos and cheese
355,ground beef
355,meatballs
355,turkey
355,unspecified
355,ham
355,unspecified
356,pizza
356,unspecified
356,cake
356,unspecified
357,multiple foods
358,ethnic style
358,unspecified
359,cereal
359,oat
360,chicken
360,curry
361,steak
361,beef tips
361,seafood newberg
362,lettuce
362,unspecified
363,unknown
364,unknown
365,unknown
366,sandwich
366,cheese
367,pizza
367,unspecified
368,rice
369,unknown
370,unknown
371,unspecified vegetables
372,chicken
372,kung pao
373,shredded chicken
374,fried rice
374,unspecified
375,pork fried rice
375,pork
375,bbq
376,unknown
377,unknown
378,unknown
379,salad
379,unspecified
379,butter
379,water
380,unknown
381,beef
381,brisket
382,fried rice
382,unspecified
382,soup
382,egg drop
382,egg rolls
383,tuna
383,unspecified
384,salad
384,unspecified
385,pie
385,unspecified
386,multiple foods
387,oysters
387,unspecified
388,unknown
389,unknown
390,unknown
391,fish
391,codfish
392,unknown
393,unknown
394,unknown
395,seabass
395,unspecified
395,oysters
395,unspecified
396,unknown
397,unknown
398,unknown
399,unknown
400,fish
400,scrod
401,unknown
402,fruit salad
403,unknown
404,unknown
405,unknown
406,fruit salad
407,unknown
408,oysters
408,unspecified
409,sandwich
409,unspecified
409,pasta
409,unspecified
409,unspecified fruit
410,unknown
411,blue cheese dressing
412,pizza
412,unspecified
413,multiple foods
414,salad
414,unspecified
415,green salad
416,shrimp
416,unspecified
417,fish
417,dolphin
418,shrimp
418,unspecified
419,dips
419,unspecified
420,chicken
420,unspecified
420,potato
420,mashed
421,fried rice
421,unspecified
422,soda
422,unspecified
422,ground beef
422,hamburger
422,french fries
423,chicken and noodles
424,ground beef
424,unspecified
425,ethnic style
425,unspecified
425,rice
425,unspecified
426,gravy
426,beef
427,chicken
427,unspecified
428,ethnic style
428,unspecified
429,fried rice
429,unspecified
429,chicken
429,fried
430,chicken
430,unspecified
430,caesar salad
431,chicken
431,other
432,sandwich
432,chicken
433,shrimp
433,unspecified
434,ground beef
434,cheeseburger
434,pork
434,bacon
435,ground beef
435,hamburger
436,tuna
436,unspecified
437,pizza
437,meat
438,beef
438,stew
439,beef
439,bbq
440,salad
440,unspecified
441,fried rice
441,unspecified
442,fish
442,baracuda
443,salad
443,unspecified
444,lobster
444,unspecified
444,shrimp
444,unspecified
445,unknown
446,unknown
447,fish
447,goatfish (weke)
447,unspecified
448,pork
448,kalua pig
449,yellowfin tuna
450,unknown
451,dessert unspecified
452,unknown
453,lettuce-based salads unspecified
453,potato
453,baked
454,unknown
455,lettuce-based salads unspecified
456,unknown
457,coleslaw
458,deli meat
458,unspecified
459,unknown
460,unknown
461,roast beef
461,unspecified
461,ham
461,unspecified
462,shrimp dishes unspecified
463,unknown
464,unknown
465,sauces
465,unspecified
466,tuna steak
467,unknown
468,pizza
468,meat and vegetable
469,pasta salad
470,ground beef
470,cheeseburger
471,fruit salad
472,sandwich
472,submarine
473,unknown
474,unknown
475,unknown
476,unknown
477,sandwich
477,unspecified
478,ground beef
478,hamburger
478,onion
478,unspecified
479,chicken
479,unspecified
479,shrimp
479,unspecified
479,salad
479,unspecified
480,sandwich
480,turkey club
480,spinach
480,unspecified
481,taco
481,beef
482,chicken salad
483,chicken salad
484,unknown
485,chicken
485,unspecified
485,coleslaw
486,unknown food
487,vietnamese
487,unspecified
488,sandwich
488,ham
489,fried rice
489,unspecified
490,multiple foods
491,oysters
491,unspecified
492,ground beef
492,unspecified
493,caesar salad
493,eggs
493,other
494,sandwich
494,other specialty
495,unknown
496,unknown
497,unknown
498,other food
499,lettuce-based salads unspecified
500,unknown
501,unknown
502,unknown
503,ice cream bars
504,unknown
505,unknown
506,unknown
507,unknown
508,gravy
508,unspecified
508,roast beef
508,unspecified
508,hot dog
508,unspecified
509,salad
509,unspecified
510,unknown
511,sausage
511,unspecified
511,beef
511,brisket
512,oysters
512,raw
513,unknown
514,ground beef
514,hamburger
515,ground beef
515,hamburger
516,doughnuts
516,unspecified
517,mango
517,unspecified
518,unknown
519,unknown
520,sandwich
520,unspecified
521,unknown
522,taco or nacho salad
523,unspecified fish
524,unknown
525,oysters
525,unspecified
526,unknown
527,alfalfa sprouts
528,pasta salad
529,fish
529,ahi
530,unknown
531,pizza
531,meat
532,unknown
533,unknown
534,beef
534,bbq
535,seafood
535,coleslaw
536,taco
536,beef
537,fried rice
537,unspecified
538,pork
538,bbq
539,ethnic style
539,unspecified
540,lasagna
540,unspecified
541,enchilada
541,unspecified
541,taco
541,unspecified
542,shrimp creole
543,chicken
543,nuggets/fingers
544,pie
544,unspecified
544,mousse
545,veal
545,other
546,rice
546,unspecified
546,chicken
546,unspecified
547,multiple foods
548,oysters
548,raw
549,fish
549,stuffed flounder
550,shrimp
550,unspecified
551,salad bar
552,beef
552,unspecified
552,chicken
552,unspecified
552,french fries
553,ethnic style
553,unspecified
554,french toast
554,unspecified
555,potato
555,mashed
556,pork
556,bbq
557,unspecified fruit
557,cake
557,brownie
557,cookies
557,unspecified
558,yellowfin tuna
559,crab
559,unspecified
560,unknown
561,sausage
561,other
562,fish
562,akule
563,unknown
564,fish
564,parrot
565,unknown
566,lettuce
566,unspecified
567,unknown
568,potato salad
568,macaroni salad
569,pork
569,unspecified
570,unknown
571,unknown
572,unknown
573,bread
573,cornbread dressing
573,crawfish/crayfish
573,unspecified
573,eggplant dressing
574,unknown
575,ground beef
575,hamburger
576,sausage
576,unspecified
576,crab
576,unspecified
576,cookies
576,unspecified
577,unknown
578,unknown
579,crab soup
580,unknown
581,lettuce-based salads unspecified
582,unknown
583,cake
583,unspecified
584,french fries
585,eggs
585,unspecified
585,ham
585,unspecified
585,cheese
585,unspecified
585,potato
585,unspecified
586,bread
586,indian
587,unknown
588,unknown
589,eggs
589,unspecified
589,bread
589,unspecified
589,pork
589,bacon
590,pizza
590,unspecified
591,pork
591,other
592,ground beef
592,hamburger
592,french fries
593,rice
593,white
594,chicken
594,nuggets/fingers
595,salad
595,unspecified
596,unknown
597,unknown
598,sandwich
598,ham
599,sandwich
599,submarine
600,sandwich
600,ham
600,sandwich
600,turkey
601,lettuce
601,unspecified
602,cucumber
602,unspecified
603,mixed fruit
604,taco
604,beef
605,unknown
606,unspecified vegetables
607,unknown
608,unknown
609,tuna
609,unspecified
610,guinea pig
611,multiple foods
612,tuna burger
613,unknown
614,gravy
614,unspecified
614,chicken
614,roasted
615,unknown
616,chicken
616,unspecified
617,shrimp
617,unspecified
618,sandwich
618,chicken
619,refried beans
619,unspecified
620,unknown
621,unknown
622,unknown
623,pasta salad
624,unknown
625,unknown
626,unknown
627,unknown
628,unknown
629,chicken
629,buffalo wings
629,sandwich
629,hoagie
630,unknown
631,oysters
631,unspecified
632,ice cream
632,unspecified
632,eggs
632,other
633,unknown
634,unknown
635,hot dog
635,unspecified
636,unknown
637,unknown
638,chicken
638,unspecified
639,unknown
640,unknown
641,fruit salad
642,pizza
642,meat
643,cheddar cheese
643,unspecified
643,cheddar cheese
643,unpasteurized
644,turkey
644,unspecified
644,gravy
644,unspecified
645,chile rellenos
646,chicken
646,unspecified
646,mixed vegetables
646,unspecified
647,unknown
648,unknown
649,unknown
650,carnitas
650,unspecified
651,unknown
652,ground beef
652,hamburger
653,unknown
654,pasta
654,unspecified
655,peppers
655,green
656,unknown
657,peppers
657,chili
658,burrito
658,bean
659,oysters
659,raw
660,other food
661,unknown
662,other cheese
662,unspecified
662,deli meat
662,unspecified
663,mousse
663,salad dressing
663,unspecified
664,fish
664,grouper
664,unspecified
665,banana
665,unspecified
665,ice cream
665,unspecified
666,lasagna
666,unspecified
667,fish
667,dolphin
668,chicken
668,unspecified
669,pizza
669,unspecified
670,coleslaw
671,pudding
671,rice
672,tuna steak
673,deli meat
673,unspecified
673,lettuce
673,unspecified
674,pork
674,roasted
675,unknown
676,ground beef
676,cheeseburger
677,sandwich
677,turkey
678,steak
678,prime rib
679,sandwich
679,unspecified
680,pizza
680,meat
681,fish
681,amberjack
682,unspecified fish
683,fish
683,mahi mahi
684,unspecified fish
685,tuna
685,unspecified
686,cheese sauce
686,potato
686,baked
687,unknown
688,unknown
689,ground beef
689,meatballs
690,unknown
691,unknown
692,unknown
693,meat
693,unspecified
694,other milk
694,unpasteurized
695,unknown
696,unknown
697,frosting/icing
697,whipped cream
697,strudel
697,unspecified
698,unknown
699,fish
699,baracuda
700,ground beef
700,hamburger
700,french fries
701,taco
701,unspecified
701,beef/steak dish
701,other
702,pizza
702,unspecified
703,mushrooms
703,unspecified
703,shrimp
703,unspecified
704,ground beef
704,hamburger
705,unknown
706,coleslaw
707,salsa
707,unspecified
708,unspecified vegetables
708,ranch dressing
709,unknown
710,chicken
710,unspecified
710,beef
710,unspecified
711,rice
711,unspecified
712,turkey
712,unspecified
712,roast beef
712,unspecified
713,unknown food
714,sandwich
714,submarine
715,ice cream
715,unspecified
716,unknown
717,unknown
718,oysters
718,raw
718,clams
718,unspecified
719,parsley
719,unspecified
720,chicken
721,unknown
722,chicken
722,unspecified
723,sandwich
723,unspecified
723,potato
723,unspecified
723,macaroni salad
724,unknown
725,unknown
726,unknown
727,tuna steak
728,other milk
728,unpasteurized
729,unknown
730,tuna burger
731,tuna burger
732,tuna burger
733,coleslaw
734,pizza
734,unspecified
735,unknown
736,unknown
737,unknown
738,eggs
738,unspecified
739,lettuce-based salads unspecified
740,unknown
741,oysters
741,raw
742,beef
742,bbq
743,other cheese
743,unspecified
743,deli meat
743,sliced ham
743,deli meat
743,sliced turkey
744,unknown
745,unknown
746,roast beef
746,unspecified
746,turkey
746,unspecified
747,unknown
748,other milk
748,unpasteurized
749,unknown
750,rice
750,unspecified
750,ground beef
750,sausage
751,unknown
752,unknown
753,unknown
754,unknown
755,unknown
756,unknown
757,mushrooms
757,unspecified
758,sandwich
758,submarine
759,multiple cheeses
759,unspecified
759,other cheese
759,pasteurized
760,unknown
761,pizza
761,meat
762,unknown
763,unknown
764,unknown
765,unknown
766,unknown
767,unknown
768,unknown
769,melon
769,unspecified
769,sausage
769,unspecified
770,guacamole
771,cake
771,unspecified
772,beans
772,baked
773,stuffed shells
773,unspecified
774,soup
774,wonton
774,pork fried rice
775,fish
775,white
776,fish
776,dolphin
777,burrito
777,bean
777,burrito
777,beef
778,omelette
778,pancakes
778,unspecified
779,pizza
779,unspecified
779,rolls
779,cake
779,unspecified
780,macaroni and cheese
780,lasagna
780,unspecified
781,fish
781,grouper
781,unspecified
781,snapper
781,unspecified
782,cream sauce
782,unspecified
782,ravioli
782,unspecified
783,nachos
783,unspecified
783,ribs
783,pork
784,burrito
784,beef
784,burrito
784,bean
785,chicken
785,unspecified
785,ribs
785,pork
786,pizza
786,cheese
787,unknown
788,unknown
789,house salad
790,chicken
790,unspecified
790,caesar salad
791,other cheese
791,unspecified
792,chicken
792,bbq
792,salad bar
793,ground beef
793,hamburger
793,ground beef
793,cheeseburger
793,french fries
794,chicken
794,unspecified
795,ice
796,parsley
796,unspecified
797,pork
797,bbq
798,eggs
798,other
799,sandwich
799,turkey
800,creme brulee
801,fried rice
801,unspecified
802,unknown
803,unknown
804,pasta
804,unspecified
805,unknown
806,strawberries
806,honeydew melon
807,gravy
807,unspecified
807,pineapple
807,unspecified
807,potato
807,unspecified
808,unspecified beverage
809,cabbage
809,unspecified
810,rice dishes
810,unspecified
811,beef
811,unspecified
811,chicken
811,unspecified
812,unknown
813,unknown
814,unknown
815,unknown
816,pizza
816,vegetable
817,unknown
818,sauces
818,unspecified
819,unknown
820,unknown
821,shell egg
821,other
822,canoli
822,unspecified
822,cream puff
823,burrito
823,chicken
824,unknown
825,chicken
825,unspecified
826,rice
826,unspecified
826,chicken
826,unspecified
827,macaroni and cheese
827,salad
827,unspecified
828,sandwich
828,beef
829,ground beef
829,cheeseburger
830,chicken
830,unspecified
831,fish eggs
831,unspecified
831,french fries
831,coleslaw
832,sandwich
832,gyro
833,taco
833,beef
834,unknown
835,mints
835,unspecified
836,chicken
836,kiev
837,unknown
838,unknown
839,parsley
839,unspecified
840,taco or nacho salad
841,cake
841,unspecified
841,tabouleh salad
842,strawberries
843,unknown
844,unknown
845,chicken
845,milan
846,tuna burger
847,macaroni salad
848,macaroni salad
849,fish
849,bluefish
850,unknown
851,unknown
852,unknown
853,unknown
854,unknown
855,corned beef
855,hash
856,roast beef
856,unspecified
857,unknown
858,unknown
859,unknown
860,unknown
861,unknown
862,unknown
863,seafood
863,unspecified
864,ham salad
865,ice cream
865,homemade
866,chicken
866,unspecified
867,oysters
867,unspecified
868,unknown
869,unknown
870,unknown
871,pork
871,unspecified
872,unknown
873,oysters
873,raw
874,unknown
875,tamale
875,unspecified
876,unknown
877,unknown
878,fried rice
878,unspecified
879,salsa
879,unspecified
880,crab
880,cooked
881,crab
881,unspecified
882,fish
882,mahi mahi
883,meat
883,unspecified
884,ham
884,unspecified
885,unknown
886,unknown
887,taco
887,beef
888,french fries
889,seafood pasta
890,pizza
890,meat
891,hot dog
891,unspecified
892,pizza
892,meat and vegetable
893,unknown
894,burrito
894,bean
894,burrito
894,beef
895,unspecified fruit
896,pork
896,roasted
897,unknown
898,burrito
898,unspecified
899,unknown
900,burrito
900,unspecified
901,chicken
901,unspecified
902,unknown
903,burrito
903,unspecified
904,unknown
905,fish
905,palani (surgeon)
906,fried rice
906,unspecified
907,rice pilaf
907,cake
907,unspecified
908,unknown
909,unknown
910,unknown
911,unknown
912,caesar salad
913,goat
913,stew
913,chicken
913,sweet and sour
914,unknown
915,unknown
916,crab
916,unspecified
917,fish
917,trout
918,cookies
918,unspecified
919,multiple cheeses
919,unspecified
920,fish
920,scrod
921,salad bar
922,onion
922,unspecified
923,sandwich
923,chicken
924,chicken
924,unspecified
924,roast beef
924,unspecified
925,soup
925,chicken
926,nuts
926,unspecified
927,unknown
928,potato salad
929,unknown
930,pasta
930,unspecified
931,unknown
932,cake
932,unspecified
933,ground beef
933,meatballs
934,unknown
935,unknown
936,unknown
937,sandwich
937,turkey
938,burrito
938,unspecified
939,chicken
939,unspecified
939,potatoes
939,cheddar
940,bear
940,unspecified
941,unknown
942,unknown
943,unknown
944,beef
944,unspecified
945,unknown
946,chicken salad
946,tuna salad
946,lettuce
946,unspecified
946,carrots
946,unspecified
947,oysters
947,raw
948,unknown
949,salad
949,unspecified
950,unknown
951,unknown
952,unknown
953,lettuce
953,unspecified
954,unknown
955,unknown
956,eggs
956,unspecified
957,unknown
958,unknown
959,chile relleno
959,unspecified
960,eggs
960,unspecified
961,unknown
962,turkey salad
963,tuna
963,unspecified
964,unknown
965,unknown
966,hollandaise sauce
966,fish
966,halibut
966,crab
966,unspecified
967,gumbo
967,unspecified
968,chicken
968,unspecified
969,tortilla
969,unspecified
970,crab
970,unspecified
970,shrimp
970,unspecified
971,chicken
971,fried
972,sour cream
972,guacamole
973,ground beef
973,cheeseburger
974,chicken
974,unspecified
975,crab
975,unspecified
976,fish salad
977,chicken
977,nuggets/fingers
978,seafood
978,other
979,eggs
979,unspecified
980,multiple foods
981,coleslaw
982,chicken
982,other
983,sandwich
983,gyro
984,coleslaw
985,pizza
985,meat
986,ethnic style
986,unspecified
987,rice
987,unspecified
987,pork
987,unspecified
987,beans
987,unspecified
988,seafood salad
989,fish
989,mahi mahi
990,fish eggs
990,unspecified
991,fish
991,palani (surgeon)
992,tortilla
992,unspecified
992,beans
992,unspecified
993,pork
993,kalua pig
994,chicken
994,tandori
995,unknown
996,unknown
997,unknown
998,unknown
999,green beans
999,unspecified
1000,vegetable dip
1000,unspecified
1000,sandwich
1000,unspecified
1000,mixed vegetables
1000,unspecified
1001,unknown
1002,soup
1002,beef-based
1002,fish
1002,gifilte
1002,lettuce
1002,unspecified
1003,beef
1003,unspecified
1004,chicken
1004,unspecified
1004,chick peas
1005,pizza
1005,meat
1006,unspecified fish
1006,french fries
1007,unknown
1008,unknown
1009,lobster
1009,unspecified
1010,raw milk
1011,pizza
1011,unspecified
1012,burrito
1012,unspecified
1012,taco
1012,unspecified
1013,unknown
1014,other milk
1014,unspecified
1014,spaghetti
1014,unspecified
1015,pizza
1015,unspecified
1016,ham
1016,unspecified
1017,unknown
1018,pasta-based salads unspecified
1019,pork
1019,roasted
1020,unknown
1021,hot dog
1021,unspecified
1022,unknown
1023,stuffing/gravy
1024,unknown
1025,swiss cheese
1025,unspecified
1026,rice
1026,unspecified
1026,fried rice
1026,unspecified
1027,macaroni and cheese
1027,deli meat
1027,sliced turkey ham
1028,chicken
1028,marsala
1028,tuna
1028,unspecified
1029,turkey
1029,unspecified
1030,cake
1030,unspecified
1031,unknown
1032,unknown
1033,unknown
1034,unknown
1035,unknown
1036,strawberries
1037,marinara sauce
1038,unknown
1039,ice cream
1039,soft serve
1040,mussels
1040,unspecified
1041,unknown
1042,unknown
1043,unknown
1044,unknown
1045,unknown
1046,fish
1046,escolar
1047,unknown
1048,crab salad
1048,unspecified grains
1049,unknown
1050,unknown
1051,potato salad
1052,refried beans
1052,unspecified
1053,unknown
1054,oysters
1054,unspecified
1055,stuffing/gravy
1056,fruit punch
1056,unspecified
1057,clams
1057,unspecified
1058,pork fried rice
1059,fried rice
1059,unspecified
1060,cheese sauce
1060,cheese dip
1060,taco dip
1061,ice
1062,chicken
1062,nuggets/fingers
1063,ethnic style
1063,unspecified
1064,crab
1064,unspecified
1065,unknown
1066,manicotti
1066,unspecified
1067,chicken
1067,buffalo wings
1068,deli meat
1068,multiple
1069,rice
1069,unspecified
1069,seafood
1069,unspecified
1069,oysters
1069,unspecified
1070,condiment
1070,unspecified
1070,sandwich
1070,tuna fish
1071,pork
1071,unspecified
1071,rice
1071,unspecified
1071,beans
1071,unspecified
1072,caesar salad
1072,antipasto
1073,fish
1073,wahanui
1074,fish
1074,baracuda
1075,eggs
1075,unspecified
1075,smoked meat
1075,unspecified
1076,unknown
1077,unknown
1078,unknown
1079,unknown
1080,unknown
1081,unknown
1082,unknown
1083,unknown
1084,unknown
1085,unknown
1086,unknown
1087,unknown
1088,unknown
1089,chicken
1089,baked
1090,fish
1090,trout
1091,unknown
1092,pork fried rice
1093,unknown
1094,sandwich
1094,tuna fish
1095,ground beef
1095,cheeseburger
1095,pork
1095,bacon
1096,salad
1096,unspecified
1097,pizza
1097,unspecified
1098,turkey
1098,unspecified
1099,salad
1099,unspecified
1100,shrimp
1100,unspecified
1100,fish
1100,baked flounder
1101,bread
1101,unspecified
1102,ribs
1102,pork
1103,pizza
1103,unspecified
1104,ribs
1104,pork
1105,unknown
1106,unknown
1107,unknown
1108,stuffing
1108,unspecified
1109,unknown
1110,noodle casserole
1111,unknown
1112,multiple foods
1113,unknown
1114,salad
1114,unspecified
1115,unknown
1116,unknown
1117,ice
1117,pickles
1117,dill
1118,unknown
1119,unknown
1120,unknown
1121,unknown
1122,unknown
1123,unknown
1124,unknown
1125,macaroni and cheese
1126,sandwich
1126,chicken salad
1127,unknown
1128,green onion/scallion
1129,crackers
1129,animal
1130,unknown
1131,pizza
1131,mushroom
1132,unknown
1133,potato
1133,baked
1133,corn
1133,unspecified
1133,cake
1133,unspecified
1134,stuffing
1134,unspecified
1135,unknown
1136,unknown
