year,month,state,location,species,status,food,illnesses,hospitalizations,fatalities,total_illnesses_by_year_state,illness_percentage_by_year_state
1998,April,Hawaii,Private Home/Residence,Ciguatoxin,Confirmed,papio,5,0.0,0.0,230,2.1739130434782608
1998,April,Illinois,School/College/University,Salmonella enterica,Confirmed,unknown,46,1.0,0.0,2413,1.9063406547865727
1998,April,Indiana,Restaurant,Clostridium perfringens,Confirmed,pork,18,0.0,0.0,152,11.842105263157894
1998,April,Indiana,Restaurant,Clostridium perfringens,Confirmed,unspecified,18,0.0,0.0,152,11.842105263157894
1998,April,Iowa,Restaurant,Clostridium perfringens,Suspected,taco,53,0.0,0.0,290,18.275862068965516
1998,April,Iowa,Restaurant,Clostridium perfringens,Suspected,unspecified,53,0.0,0.0,290,18.275862068965516
1998,April,Louisiana,Prison/Jail,Clostridium perfringens,Confirmed,beets,65,0.0,0.0,1786,3.6394176931690927
1998,April,Louisiana,Prison/Jail,Clostridium perfringens,Confirmed,bread,65,0.0,0.0,1786,3.6394176931690927
1998,April,Louisiana,Prison/Jail,Clostridium perfringens,Confirmed,pudding,65,0.0,0.0,1786,3.6394176931690927
1998,April,Louisiana,Prison/Jail,Clostridium perfringens,Confirmed,unspecified,65,0.0,0.0,1786,3.6394176931690927
1998,April,Louisiana,School/College/University,Shigella sonnei,Confirmed,unspecified fish,47,5.0,0.0,1786,2.631578947368421
1998,April,Massachusetts,Catering Service,Norovirus genogroup I,Confirmed,cake,71,2.0,0.0,486,14.609053497942387
1998,April,Massachusetts,Catering Service,Norovirus genogroup I,Confirmed,chicken,71,2.0,0.0,486,14.609053497942387
1998,April,Massachusetts,Catering Service,Norovirus genogroup I,Confirmed,unspecified,142,4.0,0.0,486,29.218106995884774
1998,April,Michigan,Catering Service,Bacillus cereus,Confirmed,sandwich,25,0.0,0.0,213,11.737089201877934
1998,April,Michigan,Catering Service,Bacillus cereus,Confirmed,submarine,25,0.0,0.0,213,11.737089201877934
1998,April,Minnesota,Restaurant,Bacillus cereus,Suspected,ethnic style,5,0.0,0.0,998,0.501002004008016
1998,April,Minnesota,Restaurant,Bacillus cereus,Suspected,unspecified,5,0.0,0.0,998,0.501002004008016
1998,April,New York,Religious Facility,Clostridium perfringens,Suspected,chicken,12,0.0,0.0,590,2.0338983050847457
1998,April,New York,Religious Facility,Clostridium perfringens,Suspected,curry,12,0.0,0.0,590,2.0338983050847457
1998,April,New York,Restaurant,Clostridium perfringens,Suspected,beef tips,18,0.0,0.0,590,3.050847457627119
1998,April,New York,Restaurant,Clostridium perfringens,Suspected,seafood newberg,18,0.0,0.0,590,3.050847457627119
1998,April,New York,Restaurant,Clostridium perfringens,Suspected,steak,18,0.0,0.0,590,3.050847457627119
1998,April,Ohio,Restaurant,Bacillus cereus,Confirmed,rice,2,0.0,0.0,752,0.26595744680851063
1998,April,Pennsylvania,Restaurant,Clostridium perfringens,Confirmed,unknown,3,0.0,0.0,265,1.1320754716981132
1998,April,Texas,Restaurant,Bacterium,Suspected,unknown,18,0.0,0.0,428,4.205607476635514
1998,April,Utah,Restaurant,Salmonella enterica,Confirmed,egg drop,22,2.0,0.0,121,18.181818181818183
1998,April,Utah,Restaurant,Salmonella enterica,Confirmed,egg rolls,22,2.0,0.0,121,18.181818181818183
1998,April,Utah,Restaurant,Salmonella enterica,Confirmed,fried rice,22,2.0,0.0,121,18.181818181818183
1998,April,Utah,Restaurant,Salmonella enterica,Confirmed,soup,22,2.0,0.0,121,18.181818181818183
1998,April,Utah,Restaurant,Salmonella enterica,Confirmed,unspecified,22,2.0,0.0,121,18.181818181818183
1998,April,Virginia,Catering Service,Salmonella enterica,Confirmed,pie,9,0.0,0.0,392,2.295918367346939
1998,April,Virginia,Catering Service,Salmonella enterica,Confirmed,unspecified,9,0.0,0.0,392,2.295918367346939
1998,April,Washington,Private Home/Residence,Giardia intestinalis,Confirmed,oysters,3,0.0,0.0,74,4.054054054054054
1998,April,Washington,Private Home/Residence,Giardia intestinalis,Confirmed,unspecified,3,0.0,0.0,74,4.054054054054054
1998,April,Wisconsin,Restaurant,Norovirus genogroup I,Confirmed,unknown,22,1.0,0.0,303,7.2607260726072615
1998,August,California,Private Home/Residence,"Escherichia coli, Shiga toxin-producing",Confirmed,unknown,2,2.0,0.0,1802,0.11098779134295228
1998,August,California,Restaurant,Salmonella enterica,Confirmed,unknown,20,0.0,0.0,1802,1.1098779134295227
1998,August,Colorado,Catering Service,Clostridium perfringens,Suspected,baked,25,0.0,0.0,769,3.2509752925877766
1998,August,Colorado,Catering Service,Clostridium perfringens,Suspected,beans,25,0.0,0.0,769,3.2509752925877766
1998,August,Connecticut,Restaurant,Salmonella enterica,Confirmed,stuffed shells,5,0.0,0.0,50,10.0
1998,August,Connecticut,Restaurant,Salmonella enterica,Confirmed,unspecified,5,0.0,0.0,50,10.0
1998,August,Florida,Private Home/Residence,Chemical or toxin,Suspected,fish,2,0.0,0.0,2490,0.08032128514056225
1998,August,Florida,Private Home/Residence,Chemical or toxin,Suspected,white,2,0.0,0.0,2490,0.08032128514056225
1998,August,Florida,Private Home/Residence,Ciguatoxin,Suspected,fish,2,0.0,0.0,2490,0.08032128514056225
1998,August,Florida,Private Home/Residence,Ciguatoxin,Suspected,grouper,2,0.0,0.0,2490,0.08032128514056225
1998,August,Florida,Private Home/Residence,Ciguatoxin,Suspected,snapper,2,0.0,0.0,2490,0.08032128514056225
1998,August,Florida,Private Home/Residence,Ciguatoxin,Suspected,unspecified,4,0.0,0.0,2490,0.1606425702811245
1998,August,Florida,Restaurant,Norovirus genogroup I,Suspected,ice,40,1.0,0.0,2490,1.6064257028112447
1998,August,Florida,Restaurant,Salmonella enterica,Confirmed,unknown,2,0.0,0.0,2490,0.08032128514056225
1998,August,Florida,Restaurant,Salmonella enterica,Suspected,other cheese,2,1.0,0.0,2490,0.08032128514056225
1998,August,Florida,Restaurant,Salmonella enterica,Suspected,unspecified,2,1.0,0.0,2490,0.08032128514056225
1998,August,Florida,Restaurant,Scombroid toxin,Suspected,dolphin,3,0.0,0.0,2490,0.12048192771084339
1998,August,Florida,Restaurant,Scombroid toxin,Suspected,fish,3,0.0,0.0,2490,0.12048192771084339
1998,August,Florida,Restaurant,Staphylococcus aureus,Suspected,nachos,2,0.0,0.0,2490,0.08032128514056225
1998,August,Florida,Restaurant,Staphylococcus aureus,Suspected,pork,2,0.0,0.0,2490,0.08032128514056225
1998,August,Florida,Restaurant,Staphylococcus aureus,Suspected,ribs,2,0.0,0.0,2490,0.08032128514056225
1998,August,Florida,Restaurant,Staphylococcus aureus,Suspected,unspecified,2,0.0,0.0,2490,0.08032128514056225
1998,August,Georgia,Restaurant,Salmonella enterica,Confirmed,bbq,33,0.0,0.0,223,14.798206278026907
1998,August,Georgia,Restaurant,Salmonella enterica,Confirmed,pork,33,0.0,0.0,223,14.798206278026907
1998,August,Illinois,Restaurant,Bacillus cereus,Confirmed,fried rice,6,0.0,0.0,2413,0.24865312888520513
1998,August,Illinois,Restaurant,Bacillus cereus,Confirmed,unspecified,6,0.0,0.0,2413,0.24865312888520513
1998,August,Iowa,Restaurant,Norovirus genogroup I,Confirmed,honeydew melon,41,0.0,0.0,290,14.13793103448276
1998,August,Iowa,Restaurant,Norovirus genogroup I,Confirmed,strawberries,41,0.0,0.0,290,14.13793103448276
1998,August,Kansas,School/College/University,Campylobacter jejuni,Confirmed,gravy,128,2.0,0.0,774,16.5374677002584
1998,August,Kansas,School/College/University,Campylobacter jejuni,Confirmed,pineapple,128,2.0,0.0,774,16.5374677002584
1998,August,Kansas,School/College/University,Campylobacter jejuni,Confirmed,potato,128,2.0,0.0,774,16.5374677002584
1998,August,Kansas,School/College/University,Campylobacter jejuni,Confirmed,unspecified,384,6.0,0.0,774,49.6124031007752
1998,August,Louisiana,Private Home/Residence,Pesticides,Confirmed,cabbage,14,2.0,0.0,1786,0.7838745800671892
1998,August,Louisiana,Private Home/Residence,Pesticides,Confirmed,unspecified,14,2.0,0.0,1786,0.7838745800671892
1998,August,Louisiana,Private Home/Residence,Salmonella enterica,Confirmed,rice dishes,63,9.0,0.0,1786,3.5274356103023514
1998,August,Louisiana,Private Home/Residence,Salmonella enterica,Confirmed,unspecified,63,9.0,0.0,1786,3.5274356103023514
1998,August,Maryland,Catering Service,Salmonella enterica,Confirmed,canoli,16,2.0,0.0,915,1.7486338797814207
1998,August,Maryland,Catering Service,Salmonella enterica,Confirmed,cream puff,16,2.0,0.0,915,1.7486338797814207
1998,August,Maryland,Catering Service,Salmonella enterica,Confirmed,unspecified,16,2.0,0.0,915,1.7486338797814207
1998,August,Maryland,Religious Facility,Salmonella enterica,Confirmed,other,10,0.0,0.0,915,1.092896174863388
1998,August,Maryland,Religious Facility,Salmonella enterica,Confirmed,shell egg,10,0.0,0.0,915,1.092896174863388
1998,August,Maryland,Restaurant,Bacillus cereus,Suspected,unknown,3,0.0,0.0,915,0.32786885245901637
1998,August,Maryland,Restaurant,Clostridium perfringens,Suspected,unknown,6,0.0,0.0,915,0.6557377049180327
1998,August,Maryland,Restaurant,"Escherichia coli, Shiga toxin-producing",Confirmed,unknown,6,2.0,0.0,915,0.6557377049180327
1998,August,Maryland,Restaurant,Salmonella enterica,Confirmed,unknown,4,0.0,0.0,915,0.4371584699453552
1998,August,Massachusetts,Restaurant,Salmonella enterica,Confirmed,burrito,6,0.0,0.0,486,1.2345679012345678
1998,August,Massachusetts,Restaurant,Salmonella enterica,Confirmed,chicken,6,0.0,0.0,486,1.2345679012345678
1998,August,Massachusetts,Restaurant,Salmonella enterica,Confirmed,unknown,5,0.0,0.0,486,1.02880658436214
1998,August,Minnesota,Restaurant,Campylobacter jejuni,Confirmed,unknown,4,0.0,0.0,998,0.4008016032064128
1998,August,Minnesota,Restaurant,"Escherichia coli, Enteropathogenic",Confirmed,parsley,66,0.0,0.0,998,6.613226452905812
1998,August,Minnesota,Restaurant,"Escherichia coli, Enteropathogenic",Confirmed,unknown,5,0.0,0.0,998,0.501002004008016
1998,August,Minnesota,Restaurant,"Escherichia coli, Enteropathogenic",Confirmed,unspecified,66,0.0,0.0,998,6.613226452905812
1998,August,New Jersey,Private Home/Residence,Salmonella enterica,Confirmed,unknown,8,1.0,0.0,116,6.896551724137931
1998,August,New Mexico,Catering Service,Clostridium perfringens,Confirmed,chicken,50,0.0,0.0,180,27.77777777777778
1998,August,New Mexico,Catering Service,Clostridium perfringens,Confirmed,milan,50,0.0,0.0,180,27.77777777777778
1998,August,New York,Grocery Store,"Escherichia coli, Shiga toxin-producing",Confirmed,macaroni salad,19,1.0,0.0,590,3.2203389830508473
1998,August,New York,Restaurant,"Escherichia coli, Shiga toxin-producing",Confirmed,macaroni salad,5,0.0,0.0,590,0.847457627118644
1998,August,New York,Restaurant,Scombroid toxin,Confirmed,bluefish,5,0.0,0.0,590,0.847457627118644
1998,August,New York,Restaurant,Scombroid toxin,Confirmed,fish,5,0.0,0.0,590,0.847457627118644
1998,August,New York,Restaurant,Scombroid toxin,Confirmed,tuna burger,2,0.0,0.0,590,0.3389830508474576
1998,August,Ohio,Private Home/Residence,Salmonella enterica,Confirmed,unknown,3,0.0,0.0,752,0.39893617021276595
1998,August,Ohio,Restaurant,Norovirus genogroup II,Confirmed,unknown,46,0.0,0.0,752,6.117021276595745
1998,August,Pennsylvania,Restaurant,Bacillus cereus,Confirmed,unknown,4,0.0,0.0,265,1.509433962264151
1998,August,Texas,Private Home/Residence,Salmonella enterica,Confirmed,homemade,11,11.0,0.0,428,2.570093457943925
1998,August,Texas,Private Home/Residence,Salmonella enterica,Confirmed,ice cream,11,11.0,0.0,428,2.570093457943925
1998,August,Virginia,Prison/Jail,Salmonella enterica,Confirmed,chicken,41,0.0,0.0,392,10.459183673469388
1998,August,Virginia,Prison/Jail,Salmonella enterica,Confirmed,unspecified,41,0.0,0.0,392,10.459183673469388
1998,August,Washington,Restaurant,Salmonella enterica,Confirmed,unknown,3,0.0,0.0,74,4.054054054054054
1998,August,Washington,Restaurant,Vibrio parahaemolyticus,Confirmed,oysters,2,0.0,0.0,74,2.7027027027027026
1998,August,Washington,Restaurant,Vibrio parahaemolyticus,Confirmed,unspecified,2,0.0,0.0,74,2.7027027027027026
1998,August,Wisconsin,Catering Service,Norovirus genogroup I,Confirmed,unknown,17,0.0,0.0,303,5.6105610561056105
1998,August,Wisconsin,Religious Facility,Clostridium perfringens,Confirmed,tamale,33,0.0,0.0,303,10.891089108910892
1998,August,Wisconsin,Religious Facility,Clostridium perfringens,Confirmed,unspecified,33,0.0,0.0,303,10.891089108910892
1998,December,California,Restaurant,Virus,Suspected,unknown,28,0.0,0.0,1802,1.553829078801332
1998,December,Florida,Restaurant,Shigella sonnei,Suspected,chicken,2,1.0,0.0,2490,0.08032128514056225
1998,December,Florida,Restaurant,Shigella sonnei,Suspected,nuggets/fingers,2,1.0,0.0,2490,0.08032128514056225
1998,December,Florida,Restaurant,Virus,Suspected,lobster,3,0.0,0.0,2490,0.12048192771084339
1998,December,Florida,Restaurant,Virus,Suspected,shrimp,3,0.0,0.0,2490,0.12048192771084339
1998,December,Florida,Restaurant,Virus,Suspected,unspecified,6,0.0,0.0,2490,0.24096385542168677
1998,December,Hawaii,Private Home/Residence,Chemical or toxin,Confirmed,fish,2,0.0,0.0,230,0.8695652173913043
1998,December,Hawaii,Private Home/Residence,Ciguatoxin,Confirmed,snapper,2,1.0,0.0,230,0.8695652173913043
1998,December,Hawaii,Private Home/Residence,Ciguatoxin,Confirmed,unspecified,2,1.0,0.0,230,0.8695652173913043
1998,December,Hawaii,Restaurant,Scombroid toxin,Confirmed,ahi,2,0.0,0.0,230,0.8695652173913043
1998,December,Hawaii,Restaurant,Scombroid toxin,Confirmed,fish,2,0.0,0.0,230,0.8695652173913043
1998,December,Illinois,Restaurant,Norovirus genogroup II,Confirmed,unknown,12,0.0,0.0,2413,0.49730625777041026
1998,December,Louisiana,Private Home/Residence,Norovirus genogroup I,Suspected,unknown,35,0.0,0.0,1786,1.9596864501679732
1998,December,Maine,Restaurant,Salmonella enterica,Confirmed,chicken pot pie,2,0.0,0.0,4,50.0
1998,December,Minnesota,Restaurant,Norovirus genogroup I,Confirmed,bread,25,0.0,0.0,998,2.50501002004008
1998,December,Minnesota,Restaurant,Norovirus genogroup I,Confirmed,butter,25,0.0,0.0,998,2.50501002004008
1998,December,Minnesota,Restaurant,Norovirus genogroup I,Confirmed,cheese and crackers,25,0.0,0.0,998,2.50501002004008
1998,December,Minnesota,Restaurant,Norovirus genogroup I,Confirmed,unspecified,25,0.0,0.0,998,2.50501002004008
1998,December,Minnesota,Restaurant,Salmonella enterica,Confirmed,unknown,9,0.0,0.0,998,0.9018036072144289
1998,December,Multistate,Nursing Home/Assisted Living Facility,Salmonella enterica,Confirmed,tomato,86,16.0,3.0,227,37.88546255506608
1998,December,Multistate,Nursing Home/Assisted Living Facility,Salmonella enterica,Confirmed,unspecified,86,16.0,3.0,227,37.88546255506608
1998,December,North Dakota,Restaurant,Clostridium perfringens,Confirmed,roast beef,92,0.0,0.0,184,50.0
1998,December,North Dakota,Restaurant,Clostridium perfringens,Confirmed,unspecified,92,0.0,0.0,184,50.0
1998,December,Ohio,Restaurant,Clostridium perfringens,Suspected,buffalo wings,2,0.0,0.0,752,0.26595744680851063
1998,December,Ohio,Restaurant,Clostridium perfringens,Suspected,chicken,2,0.0,0.0,752,0.26595744680851063
1998,December,Ohio,Restaurant,Norovirus genogroup II,Confirmed,chicken,5,0.0,0.0,752,0.6648936170212766
1998,December,Ohio,Restaurant,Norovirus genogroup II,Confirmed,ethnic style,6,0.0,0.0,752,0.7978723404255319
1998,December,Ohio,Restaurant,Norovirus genogroup II,Confirmed,french fries,5,0.0,0.0,752,0.6648936170212766
1998,December,Ohio,Restaurant,Norovirus genogroup II,Confirmed,lettuce-based salads unspecified,5,0.0,0.0,752,0.6648936170212766
1998,December,Ohio,Restaurant,Norovirus genogroup II,Confirmed,nuggets/fingers,5,0.0,0.0,752,0.6648936170212766
1998,December,Ohio,Restaurant,Norovirus genogroup II,Confirmed,unknown,18,0.0,0.0,752,2.393617021276596
1998,December,Ohio,Restaurant,Norovirus genogroup II,Confirmed,unspecified,6,0.0,0.0,752,0.7978723404255319
1998,December,Ohio,School/College/University,Clostridium perfringens,Confirmed,picadilla,300,0.0,0.0,752,39.8936170212766
1998,December,Oregon,Fair/Festival,Norovirus genogroup I,Suspected,oysters,9,0.0,0.0,655,1.3740458015267176
1998,December,Oregon,Fair/Festival,Norovirus genogroup I,Suspected,raw,9,0.0,0.0,655,1.3740458015267176
1998,December,Oregon,Restaurant,Scombroid toxin,Confirmed,unspecified fish,2,0.0,0.0,655,0.3053435114503817
1998,December,Pennsylvania,Private Home/Residence,Clostridium botulinum,Confirmed,soup unspecified,2,2.0,0.0,265,0.7547169811320755
1998,December,Pennsylvania,Private Home/Residence,Salmonella enterica,Confirmed,eggs,28,7.0,0.0,265,10.566037735849058
1998,December,Pennsylvania,Private Home/Residence,Salmonella enterica,Confirmed,other,7,0.0,0.0,265,2.6415094339622645
1998,December,Pennsylvania,Private Home/Residence,Salmonella enterica,Confirmed,oysters,7,0.0,0.0,265,2.6415094339622645
1998,December,Pennsylvania,Private Home/Residence,Salmonella enterica,Confirmed,potato stuffings,21,7.0,0.0,265,7.9245283018867925
1998,December,Pennsylvania,Private Home/Residence,Salmonella enterica,Confirmed,unspecified,28,7.0,0.0,265,10.566037735849058
1998,December,South Carolina,Restaurant,Staphylococcus aureus,Confirmed,deli meat,70,0.0,0.0,140,50.0
1998,December,South Carolina,Restaurant,Staphylococcus aureus,Confirmed,sliced ham,35,0.0,0.0,140,25.0
1998,December,South Carolina,Restaurant,Staphylococcus aureus,Confirmed,sliced turkey,35,0.0,0.0,140,25.0
1998,December,Wisconsin,Restaurant,Norovirus genogroup I,Confirmed,unknown,6,0.0,0.0,303,1.9801980198019802
1998,February,California,Restaurant,Salmonella enterica,Confirmed,chicken,10,1.0,0.0,1802,0.5549389567147613
1998,February,California,Restaurant,Salmonella enterica,Confirmed,enchilada,10,1.0,0.0,1802,0.5549389567147613
1998,February,Colorado,Restaurant,Clostridium perfringens,Confirmed,chili,10,0.0,0.0,769,1.3003901170351104
1998,February,Colorado,Restaurant,Clostridium perfringens,Confirmed,peppers,10,0.0,0.0,769,1.3003901170351104
1998,February,Colorado,Restaurant,Clostridium perfringens,Confirmed,refried beans,10,0.0,0.0,769,1.3003901170351104
1998,February,Colorado,Restaurant,Clostridium perfringens,Confirmed,unspecified,10,0.0,0.0,769,1.3003901170351104
1998,February,Colorado,Restaurant,Virus,Suspected,cream cheese,6,0.0,0.0,769,0.7802340702210664
1998,February,Colorado,Restaurant,Virus,Suspected,onion dip,11,0.0,0.0,769,1.4304291287386215
1998,February,Connecticut,Restaurant,Salmonella enterica,Confirmed,french toast,10,0.0,0.0,50,20.0
1998,February,Connecticut,Restaurant,Salmonella enterica,Confirmed,scrambled hard,10,0.0,0.0,50,20.0
1998,February,Connecticut,Restaurant,Salmonella enterica,Confirmed,shell eggs,10,0.0,0.0,50,20.0
1998,February,Connecticut,Restaurant,Salmonella enterica,Confirmed,unspecified,10,0.0,0.0,50,20.0
1998,February,Florida,Catering Service,Bacillus cereus,Suspected,rice,50,1.0,0.0,2490,2.0080321285140563
1998,February,Florida,Catering Service,Bacillus cereus,Suspected,unspecified,50,1.0,0.0,2490,2.0080321285140563
1998,February,Florida,Catering Service,Norovirus genogroup I,Suspected,caesar salad,35,1.0,0.0,2490,1.4056224899598393
1998,February,Florida,Catering Service,Norovirus genogroup I,Suspected,stir-fry,35,1.0,0.0,2490,1.4056224899598393
1998,February,Florida,Catering Service,Norovirus genogroup I,Suspected,unspecified,35,1.0,0.0,2490,1.4056224899598393
1998,February,Florida,Restaurant,Bacillus cereus,Suspected,cream sauce,15,0.0,0.0,2490,0.6024096385542169
1998,February,Florida,Restaurant,Bacillus cereus,Suspected,rice,43,0.0,0.0,2490,1.7269076305220885
1998,February,Florida,Restaurant,Bacillus cereus,Suspected,unspecified,58,0.0,0.0,2490,2.3293172690763053
1998,February,Florida,Restaurant,Clostridium perfringens,Suspected,baked,3,0.0,0.0,2490,0.12048192771084339
1998,February,Florida,Restaurant,Clostridium perfringens,Suspected,bbq,3,0.0,0.0,2490,0.12048192771084339
1998,February,Florida,Restaurant,Clostridium perfringens,Suspected,beans,3,0.0,0.0,2490,0.12048192771084339
1998,February,Florida,Restaurant,Clostridium perfringens,Suspected,beef,3,0.0,0.0,2490,0.12048192771084339
1998,February,Florida,Restaurant,Clostridium perfringens,Suspected,other,3,0.0,0.0,2490,0.12048192771084339
1998,February,Florida,Restaurant,Clostridium perfringens,Suspected,pork,3,0.0,0.0,2490,0.12048192771084339
1998,February,Florida,Restaurant,Norovirus genogroup I,Suspected,lettuce-based salads unspecified,39,0.0,0.0,2490,1.566265060240964
1998,February,Florida,Restaurant,Norovirus genogroup I,Suspected,stir-fry,39,0.0,0.0,2490,1.566265060240964
1998,February,Florida,Restaurant,Norovirus genogroup I,Suspected,unspecified,39,0.0,0.0,2490,1.566265060240964
1998,February,Florida,Restaurant,Staphylococcus aureus,Suspected,unknown,8,0.0,0.0,2490,0.321285140562249
1998,February,Nebraska,Restaurant,Clostridium perfringens,Confirmed,baked,45,0.0,0.0,180,25.0
1998,February,Nebraska,Restaurant,Clostridium perfringens,Confirmed,potato,45,0.0,0.0,180,25.0
1998,February,Nebraska,Restaurant,Clostridium perfringens,Confirmed,prime rib,45,0.0,0.0,180,25.0
1998,February,Nebraska,Restaurant,Clostridium perfringens,Confirmed,steak,45,0.0,0.0,180,25.0
1998,February,New Jersey,Restaurant,Shigella flexneri,Confirmed,unknown,10,6.0,0.0,116,8.620689655172415
1998,February,New York,Restaurant,Yersinia enterocolitica,Confirmed,deli meat,9,0.0,0.0,590,1.5254237288135595
1998,February,New York,Restaurant,Yersinia enterocolitica,Confirmed,multiple,9,0.0,0.0,590,1.5254237288135595
1998,February,North Carolina,Catering Service,Campylobacter unknown,Confirmed,unknown,9,0.0,0.0,358,2.5139664804469275
1998,February,Oregon,Nursing Home/Assisted Living Facility,Norovirus genogroup I,Suspected,unknown,29,2.0,0.0,655,4.427480916030534
1998,February,Pennsylvania,Restaurant,Salmonella enterica,Confirmed,unknown,6,2.0,0.0,265,2.2641509433962264
1998,February,Texas,Restaurant,Hepatitis A,Confirmed,unknown,94,0.0,1.0,428,21.962616822429908
1998,February,Texas,Restaurant,Staphylococcus aureus,Suspected,chicken,22,0.0,0.0,428,5.14018691588785
1998,February,Texas,Restaurant,Staphylococcus aureus,Suspected,soup,22,0.0,0.0,428,5.14018691588785
1998,January,California,Private Home/Residence,Salmonella enterica,Confirmed,eggs,26,3.0,0.0,1802,1.4428412874583796
1998,January,California,Private Home/Residence,Salmonella enterica,Confirmed,lasagna,26,3.0,0.0,1802,1.4428412874583796
1998,January,California,Private Home/Residence,Salmonella enterica,Confirmed,other,26,3.0,0.0,1802,1.4428412874583796
1998,January,California,Private Home/Residence,Salmonella enterica,Confirmed,unspecified,26,3.0,0.0,1802,1.4428412874583796
1998,January,California,Restaurant,Salmonella enterica,Confirmed,sandwich,4,3.0,0.0,1802,0.22197558268590456
